,Country,u2020,u2021,u2022,u2023,m2020,m2021,m2022,m2023,p2020,p2021,p2022,p2023,Educ_index,Freedom_index,Immi_perc,Subregion,penetration rate ,g2020,g2021,g2022,g2023
0,China,23.0,25.49,26.22,28.28,11630.0,14610.0,16610.0,19360.0,1411100000,1412360000,1412175000,1410710000,0.862,172,0.07,Eastern Asia,0.773,14700000000000.0,17800000000000.0,17900000000000.0,17800000000000.0
